"Business.address","Trading.name","Seating_type","Number_of_seats","Census.year","Block.ID","Property.ID","Base.property.ID","Building.address","CLUE.small.area","Industry..ANZSIC4..code","Industry..ANZSIC4..description","Longitude","Latitude","location"
"Ground 27-31 Peel Street WEST MELBOURNE VIC 3003","So Thai","Indoor",55,2022,435,107473,107473,"25-31 Peel Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",4511,"Cafes and Restaurants",144.955357697018,-37.8075947086,"-37.8075947086, 144.9553576970182"
"Shop 10, 530 Little Collins Street MELBOURNE VIC 3000","Sociale Espresso Bar","Indoor, Outdoor",14,2022,42,105950,105950,"520-536 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.957109954538,-37.8168797463,"-37.8168797463, 144.95710995453825"
"Part Level 1 25-45 Collins Street MELBOURNE VIC 3000","Sofi's Lounge","Indoor",80,2022,28,102061,102060,"Collins Tower 25-45 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.972625572653,-37.81430518125,"-37.81430518125, 144.97262557265284"
"Part Ground 4 Riverside Quay SOUTHBANK VIC 3006","Soho Restaurant & Bar","Indoor, Outdoor",120,2022,801,110326,110326,"4 Riverside Quay SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.963374132505,-37.82092447295,"-37.82092447295, 144.9633741325051"
"Shop 34 Little Collins Street MELBOURNE VIC 3000","Soi 38","Indoor",80,2022,48,105969,105969,"34-60 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.971961769146,-37.81237405065,"-37.81237405065, 144.97196176914562"
"Part Ground 250 Victoria Parade EAST MELBOURNE VIC 3002","Solah","Indoor, Outdoor",56,2022,621,109655,109655,"240-254 Victoria Parade EAST MELBOURNE VIC 3002","East Melbourne",4511,"Cafes and Restaurants",144.979979443912,-37.80919443705,"-37.80919443705, 144.9799794439124"
"28 Newquay Promenade DOCKLANDS VIC 3008","Solidaire Victoria","Indoor, Outdoor",180,2022,1109,560004,560004,"24-42 Newquay Promenade DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.942170472073,-37.81436129865,"-37.81436129865, 144.9421704720731"
"Tenancy 81, Ground 360 Elizabeth Street MELBOURNE VIC 3000","Son In Law The Pad","Indoor",8,2022,85,103311,103311,"316-360 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96206845195,-37.810874128364,"-37.810874128364034, 144.96206845195002"
"207 Queen Street MELBOURNE VIC 3000","Sool Tong","Indoor, Outdoor",41,2022,63,108076,108076,"207-213 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.959906603352,-37.81386712285,"-37.81386712285, 144.95990660335167"
"Suite 9-11, 89-91 City Road SOUTHBANK VIC 3006","Sopranos","Indoor",50,2022,812,110361,110361,"89-91 City Road SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.96511316185,-37.8225551626275,"-37.82255516262748, 144.96511316185"
"12-14 Errol Street NORTH MELBOURNE VIC 3051","Sosta Cucina","Indoor, Outdoor",82,2022,354,103525,103525,"10-14 Errol Street NORTH MELBOURNE VIC 3051","North Melbourne",4511,"Cafes and Restaurants",144.949571143087,-37.80483102525,"-37.80483102525, 144.94957114308744"
"Shop 8, 195 Swanston Street MELBOURNE VIC 3000","Soul Cafe","Indoor, Outdoor",72,2022,55,109284,109284,"191-205 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965010835861,-37.8130993046,"-37.8130993046, 144.96501083586128"
"Shop 70, LwrGround 300 Lonsdale Street MELBOURNE VIC 3000","Soul Origin","Indoor",34,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Shop 1, Level 1 158 Victoria Street CARLTON VIC 3053","Soul Soul Cafe","Indoor",60,2022,264,644814,644814,"156-172 Victoria Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.961940406678,-37.8061460392,"-37.8061460392, 144.96194040667808"
"Shop 11 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008","Souperman Cafe and Kitchen","Outdoor, Indoor",34,2022,1103,599505,573403,"Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.947350929003,-37.81812972055,"-37.81812972055, 144.94735092900342"
"Suite 12, Ground 89-91 City Road SOUTHBANK VIC 3006","Southbank Noodle Bar","Outdoor",6,2022,812,110361,110361,"89-91 City Road SOUTHBANK VIC 3006","Southbank",4512,"Takeaway Food Services",144.96511316185,-37.8225551626275,"-37.82255516262748, 144.96511316185"
"Shop 2, 818 Bourke Street DOCKLANDS VIC 3008","Southern China Style Cuisine","Indoor, Outdoor",52,2022,1108,604124,604124,"816-828 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9439708962,-37.8192660434285,"-37.8192660434285, 144.9439708962"
"102 Spencer Street MELBOURNE VIC 3000","Southern Xross Kebabs","Indoor, Outdoor",19,2022,31,102109,102109,"Liberty Tower 612-624 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.95435075675,-37.8186752110055,"-37.81867521100554, 144.95435075675"
"Rear 26 Power Street SOUTHBANK VIC 3006","Southside Coffee Co","Outdoor, Indoor",20,2022,808,110385,110385,"Southbank One 174-184 City Road SOUTHBANK VIC 3006","Southbank",4512,"Takeaway Food Services",144.96191853638,-37.823835739,"-37.823835739, 144.96191853638004"
"Ground 59-63 Bourke Street MELBOURNE VIC 3000","Spaghetti Tree","Indoor, Outdoor",292,2022,48,101113,101113,"59-63 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9715655659,-37.8121234270013,"-37.81212342700134, 144.9715655659"
"Shop 8A, Level 1 650 Collins Street DOCKLANDS VIC 3008","Spanish Doughnuts","Indoor",20,2022,1101,108973,108973,"Southern Cross Station 85-161 Spencer Street DOCKLANDS VIC 3008","Docklands",4512,"Takeaway Food Services",144.9522268972,-37.8184117304155,"-37.818411730415505, 144.9522268972"
"Shop 2, Ground 221 Queen Street MELBOURNE VIC 3000","Speck Cafe","Outdoor, Indoor",32,2022,63,108079,108079,"221-231 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9597518208,-37.813558724901,"-37.81355872490104, 144.9597518208"
"Shop 7, Ground 8 Whiteman Street SOUTHBANK VIC 3006","Spice Temple","Indoor",415,2022,803,111175,110477,"Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.958329931239,-37.82316159555,"-37.823161595550005, 144.95832993123923"
"172-176 Little Bourke Street MELBOURNE VIC 3000","Spice World Melbourne","Indoor",100,2022,66,105890,105890,"172-176 Little Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96713000335,-37.8118554392134,"-37.811855439213446, 144.96713000335"
"Shop 1, Ground 800 Collins Street DOCKLANDS VIC 3008","Spicy Kitchen Docklands","Indoor, Outdoor",90,2022,1108,613252,613252,"790-814 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.945832619841,-37.82104415505,"-37.82104415505, 144.94583261984098"
"Unit 39A, Ground 601 Little Collins Street MELBOURNE VIC 3000","Spicy Korea","Indoor, Outdoor",58,2022,31,105945,105945,"601-611 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95490436805,-37.818028428202,"-37.81802842820203, 144.95490436805"
"Part Ground 607 Bourke Street MELBOURNE VIC 3000","Spin Coffee","Indoor, Outdoor",55,2022,41,101159,101159,"607-619 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9555530645,-37.8167733925493,"-37.81677339254925, 144.9555530645"
"41 Bourke Street MELBOURNE VIC 3000","Spleen Central","Indoor, Outdoor",66,2022,48,101109,101109,"39-43 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.9720476845,-37.8119351376798,"-37.81193513767982, 144.9720476845"
"Part MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002","Spotless Services","Outdoor, Indoor",3415,2022,658,110266,110266,"MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002","East Melbourne",4511,"Cafes and Restaurants",144.983188001632,-37.82000693155,"-37.82000693155, 144.9831880016318"
"Part Ground 394-400 Little Bourke Street MELBOURNE VIC 3000","Spud Bar Little Bourke","Indoor",16,2022,64,105868,105868,"394-400 Little Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.960900338529,-37.81365653725,"-37.81365653725, 144.96090033852863"
"11 Commercial Road MELBOURNE VIC 3004","Spudbar @ Chevron","Outdoor, Indoor",22,2022,724,108646,108646,"519-539 St Kilda Road MELBOURNE VIC 3004","Melbourne (Remainder)",4512,"Takeaway Food Services",144.979870600148,-37.8455571079,"-37.8455571079, 144.97987060014765"
"Tenancy 7B, 567 Collins Street MELBOURNE VIC 3000","Spudbar Collins Street 567","Indoor",16,2022,21,579252,579252,"559-587 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.955724681024,-37.8190200855,"-37.8190200855, 144.95572468102446"
"Shop 321, 287 Lonsdale Street MELBOURNE VIC 3000","Spudbar Emporium","Indoor",16,2022,65,105698,105698,"269-321 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.963928937014,-37.81247035035,"-37.81247035035, 144.96392893701363"
"222 Clarendon Street EAST MELBOURNE VIC 3002","Square & Compass","Indoor, Outdoor",73,2022,613,102002,102002,"214-222 Clarendon Street EAST MELBOURNE VIC 3002","East Melbourne",4511,"Cafes and Restaurants",144.98407586125,-37.8097750288133,"-37.809775028813256, 144.98407586125"
"Shop 1, 818 Bourke Street DOCKLANDS VIC 3008","Squires Loft Dockland","Indoor, Outdoor",130,2022,1108,604124,604124,"816-828 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9439708962,-37.8192660434285,"-37.8192660434285, 144.9439708962"
"189-191 King Street MELBOURNE VIC 3000","Ssam Korean Bbq","Indoor",110,2022,51,105306,105306,"189-195 King Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95508140554,-37.8156958826,"-37.8156958826, 144.95508140553954"
"Part Ground 30 Collins Street MELBOURNE VIC 3000","St Ali Canteen","Indoor, Outdoor",42,2022,38,102167,102167,"30-34 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97246995425,-37.8134673869068,"-37.81346738690684, 144.97246995425002"
"Part Shop Level 5 700 Collins Street DOCKLANDS VIC 3008","St Brew","Outdoor, Indoor",130,2022,1105,578095,578095,"694-704 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.95085562564,-37.8194886627,"-37.8194886627, 144.95085562563955"
"Ground 306-308 Lygon Street CARLTON VIC 3053","St Charly","Outdoor, Indoor",96,2022,218,106212,106212,"306-308 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.967420357177,-37.79978700145,"-37.79978700145, 144.9674203571774"
"Lobby & Part Ground 303 Collins Street MELBOURNE VIC 3000","St Collins Speciality Coffe","Outdoor, Indoor",44,2022,24,110762,110762,"303-317 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96382360741,-37.81662771655,"-37.81662771655, 144.9638236074097"
"27 Blackwood Street NORTH MELBOURNE VIC 3051","St Cooper Cafe","Outdoor, Indoor",21,2022,376,103811,103811,"19-35 Flemington Road NORTH MELBOURNE VIC 3051","North Melbourne",4512,"Takeaway Food Services",144.955177461343,-37.80067720135,"-37.80067720135, 144.9551774613426"
"177-183 Lonsdale Street MELBOURNE VIC 3000","Stalactites Restaurant","Outdoor, Indoor",165,2022,66,108555,108555,"235-241 Russell Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.967036951267,-37.81111923365,"-37.81111923365, 144.96703695126735"
"Rear Ground 524 Flinders Street MELBOURNE VIC 3000","Stand Up Cafe","Indoor",2,2022,11,103990,103990,"524-528 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.95675542905,-37.8202748504101,"-37.820274850410144, 144.95675542905002"
"Part Ground 2 Lonsdale Street MELBOURNE VIC 3000","Standard Coffee","Indoor",75,2022,78,580090,580090,"Casselden 2-30 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.971422457997,-37.8090732596,"-37.8090732596, 144.97142245799705"
"Part MSD Building 133 230 Grattan Street PARKVILLE VIC 3010","Standing Room","Outdoor",17,2022,270,664662,104468,"MSD Building 133 230 Grattan Street PARKVILLE VIC 3010","Parkville",4512,"Takeaway Food Services",144.9612087442,-37.7967716957783,"-37.79677169577826, 144.9612087442"
"117 Swanston Street MELBOURNE VIC 3000","Starbucks","Indoor, Outdoor",32,2022,35,109268,109268,"Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965780600956,-37.8150701808,"-37.8150701808, 144.965780600956"
"Ground 295 Swanston Street MELBOURNE VIC 3000","Starbucks","Outdoor, Indoor",96,2022,85,109303,109303,"289-299 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9642637295,-37.8112269806099,"-37.81122698060987, 144.96426372949998"
"Shop 151, Level 1 300 Lonsdale Street MELBOURNE VIC 3000","Starbucks","Indoor",58,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Shop 201-203, Level 1 201 Spencer Street DOCKLANDS VIC 3008","Starbucks","Indoor, Outdoor",69,2022,1101,110843,110843,"Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9505641426,-37.8145089735785,"-37.814508973578526, 144.9505641426"
"Shop E25 385 Bourke Street MELBOURNE VIC 3000","Starbucks","Indoor",50,2022,44,597186,101146,"Galleria 385 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9629215495,-37.8149294394707,"-37.81492943947073, 144.96292154949998"
"Part State Netball Hockey Centre 10 Brens Drive PARKVILLE VIC 3052","State Netball & Hockey Centre Cafe","Indoor",60,2022,931,107427,107427,"State Netball Hockey Centre 10 Brens Drive PARKVILLE VIC 3052","Parkville",4511,"Cafes and Restaurants",144.94768464515,-37.7853332893562,"-37.785333289356174, 144.94768464515"
"Basement , Ground & Rooftop 27 King Street MELBOURNE VIC 3000","State Of Grace","Indoor",200,2022,11,105294,105294,"27-31 King Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.956948577153,-37.81975555235,"-37.81975555235, 144.95694857715296"
"66 Newquay Promenade DOCKLANDS VIC 3008","Steakhouse Grill 66","Outdoor, Indoor",134,2022,1109,573327,573327,"The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.940674638905,-37.8149216286,"-37.8149216286, 144.94067463890494"
"Tenancy 10, 567 Collins Street MELBOURNE VIC 3000","Stockroom567","Indoor",90,2022,21,579252,579252,"559-587 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.955724681024,-37.8190200855,"-37.8190200855, 144.95572468102446"
"Shop 3 Concourse 700 Bourke Street DOCKLANDS VIC 3008","Story Coffee & Food Store","Outdoor, Indoor",28,2022,1103,573401,573401,"Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.94936462985,-37.8171450656642,"-37.81714506566416, 144.94936462985"
"8B Dorcas Street SOUTHBANK VIC 3006","Story So Far","Indoor, Outdoor",32,2022,748,110433,110433,"Eight Apartments 6-8 Dorcas Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.97017520595,-37.8298452485584,"-37.82984524855839, 144.97017520595"
"Cafe 108-128 Leicester Street CARLTON VIC 3053","Stovetop","Outdoor, Indoor",86,2022,257,105523,105523,"108-128 Leicester Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.961044297095,-37.8033458584,"-37.8033458584, 144.96104429709467"
"Ground 138-144 Russell Street MELBOURNE VIC 3000","Straight Outta Saigon","Indoor",47,2022,47,101126,101126,"173-175 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9684169991,-37.8129889643043,"-37.81298896430425, 144.9684169991"
"Part Basement 328 Flinders Street MELBOURNE VIC 3000","Straits Cafe","Indoor",85,2022,14,104006,104006,"318-332 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.963570189977,-37.8181952087,"-37.8181952087, 144.96357018997708"
"Level 1 160 Spring Street EAST MELBOURNE VIC 3002","Strangers Corridor","Indoor",60,2022,649,110742,108974,"Parliament House Parliament of Victoria 160 Spring Street EAST MELBOURNE VIC 3002","East Melbourne",4511,"Cafes and Restaurants",144.974160657,-37.8108596047806,"-37.81085960478063, 144.974160657"
"245-247 Little Lonsdale Street MELBOURNE VIC 3000","Strike Bowling","Indoor",116,2022,76,589841,105749,"QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
"Shop 305, Level 3 300 Lonsdale Street MELBOURNE VIC 3000","Strike Bowling Melbourne Central / Strike Escape Rooms Melbourne Central","Indoor",28,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Part Ground 333 Collins Street MELBOURNE VIC 3000","Strozzi Restaurant","Outdoor, Indoor",114,2022,24,102089,102089,"327-343 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9632685535,-37.8170490641476,"-37.817049064147554, 144.9632685535"
"Shop F6 20 Convention Centre Place SOUTH WHARF VIC 3006","Studio Coffee","Indoor",100,2022,804,110542,110484,"South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006","Southbank",4511,"Cafes and Restaurants",144.95231930285,-37.82542998795,"-37.82542998795, 144.95231930285"
"Ground 169 Lygon Street CARLTON VIC 3053","Stuzzichino","Indoor, Outdoor",54,2022,246,106101,106101,"169 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9664577681,-37.8017176937,"-37.8017176937, 144.96645776809987"
"16 Errol Street NORTH MELBOURNE VIC 3051","Sublime cafe","Indoor, Outdoor",20,2022,354,103524,103524,"16-18 Errol Street NORTH MELBOURNE VIC 3051","North Melbourne",4512,"Takeaway Food Services",144.949646957197,-37.80471301525,"-37.80471301525, 144.9496469571966"
"38 Batmans Hill Drive DOCKLANDS VIC 3008","Subway","Indoor",24,2022,1105,628714,628714,"733-747 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.949499504506,-37.8209292554,"-37.8209292554, 144.94949950450552"
"407B St Kilda Road MELBOURNE VIC 3004","Subway","Outdoor, Indoor",16,2022,710,108625,108625,"407B-407D St Kilda Road MELBOURNE VIC 3004","Melbourne (Remainder)",4512,"Takeaway Food Services",144.97619479875,-37.8362698264322,"-37.836269826432186, 144.97619479875"
"Ground 173 Queen Street MELBOURNE VIC 3000","Subway","Indoor",30,2022,53,108072,108072,"163-173 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.960224198631,-37.8146798103,"-37.81467981030001, 144.96022419863118"
"Ground 221 Spencer Street DOCKLANDS VIC 3008","Subway","Outdoor, Indoor",27,2022,1101,110843,110843,"Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008","Docklands",4512,"Takeaway Food Services",144.9505641426,-37.8145089735785,"-37.814508973578526, 144.9505641426"
"Ground 465 Elizabeth Street MELBOURNE VIC 3000","Subway","Indoor",18,2022,114,562692,562692,"465 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.960007558961,-37.8080653997,"-37.8080653997, 144.9600075589612"
"Part Ground 175-177 King Street MELBOURNE VIC 3000","Subway","Indoor",16,2022,51,105301,105301,"175-177 King Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.955231964691,-37.81602501955,"-37.81602501955, 144.95523196469128"
"Part Ground 187-193 Elizabeth Street MELBOURNE VIC 3000","Subway","Outdoor, Indoor",20,2022,54,103180,103180,"187-193 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.962708281964,-37.81388772525,"-37.81388772525, 144.9627082819642"
"Shop 106, Level 1 27 Whiteman Street SOUTHBANK VIC 3006","Subway","Indoor",30,2022,806,110343,640947,"Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.958442233811,-37.825404033,"-37.825404033, 144.95844223381087"
"Shop 3, Ground 37 Swanston Street MELBOURNE VIC 3000","Subway","Indoor",33,2022,15,109263,109263,"31-41 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.966704333188,-37.81674246265,"-37.81674246265, 144.96670433318764"
"Shop 6R, 3 Freshwater Place SOUTHBANK VIC 3006","Subway","Outdoor",10,2022,802,575820,575820,"Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006","Southbank",4512,"Takeaway Food Services",144.962182583982,-37.8217150925,"-37.8217150925, 144.96218258398218"
"Shop G06 9 Star Circus DOCKLANDS VIC 3008","Subway","Outdoor, Indoor",46,2022,1110,620312,593737,"NW Building 23-37 Star Crescent DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.937998366308,-37.8132875163,"-37.8132875163, 144.93799836630816"
"Unit 3, Ground 1 Elizabeth Street MELBOURNE VIC 3000","Subway","Indoor",12,2022,14,103165,103165,"1-5 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.964607974806,-37.8180566348,"-37.8180566348, 144.96460797480603"
"Unit 5, 1 Phillip Court PORT MELBOURNE VIC 3207","Subway","Outdoor, Indoor",28,2022,786,602733,110589,"1 Phillip Court PORT MELBOURNE VIC 3207","Port Melbourne",4511,"Cafes and Restaurants",144.92087320861,-37.8260597946,"-37.8260597946, 144.92087320861043"
"672 Swanston Street CARLTON VIC 3053","Subway Carlton","Outdoor, Indoor",39,2022,245,110987,110987,"Astorial Apartments 660-674 Swanston Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.964197278273,-37.80096178635,"-37.80096178635, 144.96419727827254"
"Shop 3, Ground 335-347 Swanston Street MELBOURNE VIC 3000","Subway Swanson Street","Indoor",22,2022,85,109311,109311,"335-347 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.963750787975,-37.810364616,"-37.810364616, 144.96375078797453"
"836 Bourke Street DOCKLANDS VIC 3008","Subway Vic Harbour","Outdoor, Indoor",20,2022,1108,604118,604118,"The Merchant 834-846 Bourke Street DOCKLANDS VIC 3008","Docklands",4512,"Takeaway Food Services",144.943118831869,-37.8197707901,"-37.8197707901, 144.94311883186893"
"Shop 1, Ground 555 Lonsdale Street MELBOURNE VIC 3000","Sud Food & Wine","Indoor",48,2022,62,105713,105713,"541-557 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.956213413462,-37.81439346805,"-37.81439346805, 144.9562134134623"
"Shop 151A, Level 1 300 Lonsdale Street MELBOURNE VIC 3000","Sul bing cafe","Outdoor",16,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Ground 168 Lonsdale Street MELBOURNE VIC 3000","Sulbing Dessert Bar","Outdoor, Indoor",51,2022,77,105751,105751,"166-170 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.967369544745,-37.81056735515,"-37.81056735515, 144.9673695447446"
"142 Rathdowne Street CARLTON VIC 3053","Sultan's Restaurant Express","Indoor",10,2022,225,108239,108239,"138-150 Rathdowne Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.9710396395,-37.7960457265064,"-37.79604572650639, 144.97103963950002"
"494-496 Victoria Street NORTH MELBOURNE VIC 3051","Summer's Garden Bar","Indoor",26,2022,354,109792,109792,"492-496 Victoria Street NORTH MELBOURNE VIC 3051","North Melbourne",4511,"Cafes and Restaurants",144.94982428175,-37.8049413642949,"-37.80494136429493, 144.94982428175"
"18-20 Punch Lane MELBOURNE VIC 3000","Sunda","Indoor",66,2022,68,107767,107767,"18-20 Punch Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.971107941173,-37.8104312791,"-37.8104312791, 144.97110794117347"
"Tenancy 1, Ground 222 Exhibition Street MELBOURNE VIC 3000","Supagrind","Indoor",35,2022,68,103620,103620,"196-226 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97048167015,-37.8104747030082,"-37.810474703008225, 144.97048167014998"
"303 Grattan Street MELBOURNE VIC 3000","Super 8","Outdoor, Indoor",240,2022,919,103256,103256,"Victorian Comprehensive Cancer Centre 301-327 Grattan Street MELBOURNE VIC 3000","Parkville",4511,"Cafes and Restaurants",144.956671390114,-37.800185429,"-37.800185428999995, 144.95667139011434"
"211-213 Swanston Street MELBOURNE VIC 3000","Superhiro","Indoor",98,2022,55,109286,109286,"211-213 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965014630034,-37.8128465998,"-37.8128465998, 144.96501463003398"
"180 Flinders Lane MELBOURNE VIC 3000","Supernormal","Indoor",160,2022,26,102074,102074,"167-173 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96831281555,-37.8156470174758,"-37.81564701747581, 144.96831281555"
"15-17 Celestial Avenue MELBOURNE VIC 3000","Supper Inn Chinese Restaurant","Indoor",70,2022,66,101783,101783,"15-17 Celestial Avenue MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.966130213277,-37.81188096765,"-37.81188096765, 144.96613021327727"
"26-30 Artemis Lane MELBOURNE VIC 3000","Sura Korean BBQ","Outdoor, Indoor",132,2022,76,589841,105749,"QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
"55-59 A'Beckett Street MELBOURNE VIC 3000","Surasang","Indoor",80,2022,95,500332,500332,"55-59 A'Beckett Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9619539897,-37.8091332080673,"-37.80913320806732, 144.9619539897"
