"Business.address","Trading.name","Seating_type","Number_of_seats","Census.year","Block.ID","Property.ID","Base.property.ID","Building.address","CLUE.small.area","Industry..ANZSIC4..code","Industry..ANZSIC4..description","Longitude","Latitude","location"
"Shop 1, Ground 114 Flinders Street MELBOURNE VIC 3000","Coffee House Project","Indoor",8,2022,17,104025,104025,"114-128 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.970755226,-37.815941393547,"-37.81594139354704, 144.970755226"
"Part Ground 575 Bourke Street MELBOURNE VIC 3000","Coffee Logic","Indoor, Outdoor",89,2022,42,101158,101158,"573-585 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95666971705,-37.8165131092915,"-37.816513109291506, 144.95666971704998"
"Part Ground 1010 La Trobe Street DOCKLANDS VIC 3008","Coffee N All Customs House","Indoor, Outdoor",99,2022,1102,611576,611576,"1010 La Trobe Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.945376876357,-37.8145507872,"-37.8145507872, 144.94537687635665"
"Part Level 4 23-27 Cardigan Street CARLTON VIC 3053","Coffee On Cardigan","Indoor, Outdoor",88,2022,265,664021,664021,"23-37 Cardigan Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.963957091488,-37.80592639135,"-37.80592639135, 144.9639570914884"
"Ground 80 Drummond Street CARLTON VIC 3053","Coffee On Drummond","Indoor, Outdoor",24,2022,251,102774,102774,"18-40 Queensberry Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.968279015682,-37.8048073124,"-37.8048073124, 144.9682790156816"
"Shop 310, Ground 229 Spencer Street DOCKLANDS VIC 3008","Coffee Rush","Indoor, Outdoor",24,2022,1101,110843,110843,"Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9505641426,-37.8145089735785,"-37.814508973578526, 144.9505641426"
"Part Ground 395 Collins Street MELBOURNE VIC 3000","Collins Coffee House","Indoor",52,2022,23,102094,102094,"389-399 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96143454205,-37.8173132351877,"-37.8173132351877, 144.96143454205"
"Part UprGround 121-131 Collins Street MELBOURNE VIC 3000","Collins Kitchen","Indoor",360,2022,27,541562,102071,"Grand Hyatt Hotel Gnd to Level 29 121-131 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.969807966455,-37.81511565165,"-37.81511565165, 144.96980796645528"
"Colonial Hotel 234-244 King Street MELBOURNE VIC 3000","Colonial Hotel / Brown Alley Night Club","Indoor, Outdoor",156,2022,62,105379,105379,"Colonial Hotel 234-244 King Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.955216417451,-37.8145907968,"-37.814590796800005, 144.95521641745142"
"680-682 Swanston Street CARLTON VIC 3053","Colourful Yunnan Restaurant","Indoor, Outdoor",158,2022,245,109360,109360,"680-682 Swanston Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.964236895476,-37.80062734685,"-37.80062734685001, 144.9642368954758"
"240 Swanston Street MELBOURNE VIC 3000","Colourful Yunnan Swanston","Indoor",66,2022,66,109396,109396,"240 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965377919209,-37.81222317925,"-37.81222317925, 144.9653779192093"
"Unit 29A, Ground 601 Little Collins Street MELBOURNE VIC 3000","Come Back To Earth Coffee Brewers","Indoor, Outdoor",18,2022,31,105945,105945,"601-611 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.95490436805,-37.818028428202,"-37.81802842820203, 144.95490436805"
"Part Ground 441 St Kilda Road MELBOURNE VIC 3004","Commodity Cafe","Outdoor, Indoor",144,2022,759,108632,108632,"439-445 St Kilda Road MELBOURNE VIC 3004","Melbourne (Remainder)",4511,"Cafes and Restaurants",144.977678042018,-37.83949309595,"-37.83949309595, 144.97767804201766"
"Ground 225-229 Victoria Street WEST MELBOURNE VIC 3003","Common Ground Coffee","Indoor, Outdoor",50,2022,434,109698,109698,"225-229 Victoria Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",4511,"Cafes and Restaurants",144.9539474694,-37.8058822257201,"-37.80588222572008, 144.95394746940002"
"Shop TG01 39 Dukes Walk SOUTH WHARF VIC 3006","Common Man","Indoor, Outdoor",138,2022,804,110542,110484,"South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006","Southbank",4511,"Cafes and Restaurants",144.95231930285,-37.82542998795,"-37.82542998795, 144.95231930285"
"28 Rose Lane MELBOURNE VIC 3000","Common Place Coffee Brewers","Indoor",12,2022,61,105717,105717,"20-40 Rose Lane MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.95424813285,-37.8149891925573,"-37.81498919255727, 144.95424813285"
"Restaurant 1, Upper Lvl 3 Southgate Avenue SOUTHBANK VIC 3006","Commune Wine","Indoor",50,2022,753,110606,110380,"Southgate 3 Southgate Avenue SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.966303090775,-37.82071820925,"-37.82071820925, 144.96630309077528"
"Ground 832B Swanston Street CARLTON VIC 3053","Commuter Coffee","Indoor",4,2022,203,109358,109358,"832-834 Swanston Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.9649000208,-37.7966801782,"-37.7966801782, 144.96490002080037"
"Level 1 234 Russell Street MELBOURNE VIC 3000","Connie's Italian Dinner","Indoor",190,2022,67,108581,108581,"226-236 Russell Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.967643846553,-37.8109824535,"-37.8109824535, 144.96764384655324"
"Restaurant Crown Towers Hotel Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006","Conservatory","Indoor",200,2022,803,597190,110477,"Crown Towers Hotel 8 Whiteman Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.958329931239,-37.82316159555,"-37.823161595550005, 144.95832993123923"
"Unit S2, Level 1 252 Swanston Street MELBOURNE VIC 3000","Cookie","Indoor",200,2022,66,109392,109392,"Curtin House 248-258 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.965271426409,-37.81199286335,"-37.81199286335, 144.965271426409"
"Shop 1, 242 Exhibition Street MELBOURNE VIC 3000","Coopers Inn","Indoor, Outdoor",340,2022,78,103618,103618,"242-284 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.9699756013,-37.8094150283691,"-37.809415028369145, 144.9699756013"
"316-318 Lygon Street CARLTON VIC 3053","Copperwood","Outdoor, Indoor",193,2022,218,106210,106210,"316-318 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.967588937698,-37.79962581325,"-37.79962581325, 144.96758893769794"
"408 Bourke Street MELBOURNE VIC 3000","Corner & Bench","Outdoor, Indoor",72,2022,54,101186,101186,"408-412 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9614818752,-37.814400854087,"-37.81440085408701, 144.96148187519998"
"Part Ground 235-239 City Road SOUTHBANK VIC 3006","Corner Co 1903","Indoor",10,2022,734,110369,110369,"235-239 City Road SOUTHBANK VIC 3006","Southbank",4512,"Takeaway Food Services",144.960029891469,-37.82626523005,"-37.82626523005, 144.96002989146908"
"96 River Esplanade DOCKLANDS VIC 3008","Corniche","Indoor, Outdoor",150,2022,773,579362,665148,"84-90 Lorimer Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.943202432578,-37.82430945765,"-37.82430945765, 144.94320243257775"
"Tenancy 1, Ground 28 Freshwater Place SOUTHBANK VIC 3006","Cote Terra Adicion","Outdoor, Indoor",100,2022,802,613006,613006,"28 Freshwater Place SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.962289624468,-37.82267210145,"-37.82267210145, 144.9622896244679"
"92-106 Lonsdale Street MELBOURNE VIC 3000","Country Bred On Lonsdale / The Essence / Melbourne Marriott Hotel","Indoor",136,2022,77,105762,105762,"92-106 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4400,"Accommodation",144.96913849075,-37.8098914347786,"-37.80989143477856, 144.96913849075003"
"50-56 Batman Street WEST MELBOURNE VIC 3003","Courtyard By Marriott Melbourne Flagstaff Gardens","Indoor",60,2022,111,100858,100858,"50-56 Batman Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",4400,"Accommodation",144.9512164913,-37.8104667274793,"-37.81046672747931, 144.9512164913"
"35-37 Coventry Street SOUTHBANK VIC 3006","Coventry's Pantry","Indoor, Outdoor",146,2022,748,110456,110456,"The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.969392247856,-37.8295655896,"-37.829565589599994, 144.9693922478557"
"234 Little Bourke Street MELBOURNE VIC 3000","Crazy Wing","Indoor",70,2022,66,520597,520597,"234 Little Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9658722448,-37.8122187696553,"-37.812218769655274, 144.9658722448"
"Shop 1, Ground 73 Cardigan Street CARLTON VIC 3053","Cream & Crumbs","Indoor",14,2022,265,101588,101588,"73-81 Cardigan Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.964360826046,-37.80505743185,"-37.80505743185, 144.9643608260457"
"Shop 5R & 7R 3 Freshwater Place SOUTHBANK VIC 3006","Crinitis Southbank","Outdoor, Indoor",418,2022,802,575820,575820,"Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.962182583982,-37.8217150925,"-37.8217150925, 144.96218258398218"
"Ground 198-204 Faraday Street CARLTON VIC 3053","Crinitis Southern Italian Cuisine","Indoor, Outdoor",196,2022,217,103703,103703,"198-204 Faraday Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.967837838106,-37.7985063541,"-37.7985063541, 144.96783783810574"
"Shop W2, 9 Southern Cross Lane MELBOURNE VIC 3000","Crisp Creative Salad","Outdoor, Indoor",36,2022,47,625840,103597,"111-129 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.970109375538,-37.81281419155,"-37.81281419155, 144.97010937553796"
"Tenancy 20, Ground 550 Bourke Street MELBOURNE VIC 3000","Crisp Creative Salad","Outdoor",20,2022,52,111283,636824,"550 Bourke Street 550 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.957392013845,-37.81531893625,"-37.815318936249994, 144.9573920138448"
"Shop 4, 280 King Street MELBOURNE VIC 3000","Crispy King","Indoor",26,2022,72,105375,105375,"276-282 King Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.954824201129,-37.81349891145,"-37.81349891145, 144.95482420112944"
"30-32 Crossley Street MELBOURNE VIC 3000","Crossley St Cantina","Indoor",90,2022,58,105831,105831,"47-55 Little Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9711096464,-37.8110240339021,"-37.81102403390212, 144.9711096464"
"147 Swanston Street MELBOURNE VIC 3000","Crossways Vegetarian And Vegan Restaurant","Indoor",63,2022,45,109276,109276,"147 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965686497815,-37.81429877395,"-37.81429877395, 144.96568649781466"
"Crown Entertainment Complex Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006","Crown Entertainment Complex","Indoor",805,2022,803,111175,110477,"Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006","Southbank",9201,"Casino Operation",144.958329931239,-37.82316159555,"-37.823161595550005, 144.95832993123923"
"57-91 Clarendon Street SOUTHBANK VIC 3006","Crown Metropol","Indoor",60,2022,806,110478,640947,"Crown Metropol Hotel 57-91 Clarendon Street SOUTHBANK VIC 3006","Southbank",4400,"Accommodation",144.958442233811,-37.825404033,"-37.825404033, 144.95844223381087"
"Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008","Crowne Plaza Melbourne","Indoor",100,2022,131,108844,108844,"Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008","Docklands",4400,"Accommodation",144.955017385683,-37.8226703969,"-37.8226703969, 144.9550173856829"
"169 Rankins Road KENSINGTON VIC 3031","Crumbs Organic Bakehouse","Indoor",12,2022,2546,615281,615281,"169-173 Rankins Road KENSINGTON VIC 3031","Kensington",4512,"Takeaway Food Services",144.9311131389,-37.7943621959445,"-37.794362195944544, 144.9311131389"
"Shop Ground 532-534 Macaulay Road KENSINGTON VIC 3031","Crust Gourmet Pizza Bar Kensington","Outdoor, Indoor",12,2022,2523,614821,614821,"532-534 Macaulay Road KENSINGTON VIC 3031","Kensington",4512,"Takeaway Food Services",144.9284456007,-37.7940211637735,"-37.79402116377348, 144.9284456007"
"38 Niagara Lane MELBOURNE VIC 3000","Crust Gourmet Pizza Bar Melbourne","Indoor",24,2022,64,105704,105704,"377-381 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96145448655,-37.8128794732693,"-37.8128794732693, 144.96145448655"
"Tenancy 6, 154 Little Bourke Street MELBOURNE VIC 3000","Crystal Jade Restaurant","Indoor",120,2022,67,108583,108583,"196-208 Russell Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96787922892,-37.8115861792,"-37.811586179200006, 144.96787922891968"
"Level 5-6 95 Queen Street MELBOURNE VIC 3000","Cub Private Business Club","Indoor",80,2022,33,108065,108065,"93-95 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4530,"Clubs (Hospitality)",144.960974424703,-37.8163780027,"-37.8163780027, 144.96097442470295"
"Part Ground 325 Flinders Lane MELBOURNE VIC 3000","Cuff","Outdoor, Indoor",120,2022,14,103948,103948,"325-331 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.963491021,-37.8177583517596,"-37.817758351759565, 144.96349102099998"
"Part Ground 91 William Street MELBOURNE VIC 3000","Culpa Espresso","Indoor",4,2022,32,110093,110093,"91-97 William Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.958518842457,-37.8171182426,"-37.8171182426, 144.95851884245724"
"Part Ground 408 Flinders Lane MELBOURNE VIC 3000","Culprit","Indoor",56,2022,23,708083,102100,"408 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95989716728,-37.81802291835,"-37.81802291835, 144.95989716728047"
"Part Ground & Level 1 45 Flinders Lane MELBOURNE VIC 3000","Cumulus Inc","Indoor",141,2022,18,103915,103915,"37-45 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97313460425,-37.8149404191841,"-37.814940419184126, 144.97313460425"
"106 A'Beckett Street MELBOURNE VIC 3000","Cupanda Kitchen","Indoor",80,2022,104,100167,100167,"Uni On A'Beckett Apartments 106-116 A'Beckett Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.960014267,-37.809127264407,"-37.80912726440698, 144.96001426700002"
"Ground 101 Lonsdale Street MELBOURNE VIC 3000","Curry Bowl","Indoor",10,2022,67,103606,103606,"237-239 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96945098533,-37.81037172115,"-37.810371721150005, 144.9694509853303"
"18 Bank Place MELBOURNE VIC 3000","Curry Vault","Outdoor, Indoor",74,2022,33,100729,100729,"Metro Apartments Banks Place 18-20 Bank Place MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.960522810876,-37.81642901245,"-37.81642901245, 144.96052281087566"
"192 Elgin Street CARLTON VIC 3053","Curry in Carlton","Indoor, Outdoor",26,2022,214,103134,103134,"192 Elgin Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.9681638731,-37.7969819771956,"-37.79698197719558, 144.9681638731"
"Kiosk 2, 63 Merchant Street DOCKLANDS VIC 3008","D G Expresso","Indoor",27,2022,1108,609480,609480,"829-843 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.943459935236,-37.8204455766,"-37.8204455766, 144.94345993523592"
"Shop 11, LwrGround 108 Bourke Street MELBOURNE VIC 3000","D MARCOS ESPRESSO BAR","Indoor",10,2022,57,101219,101219,"The Paramount 100-116 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96976088475,-37.811726795581,"-37.81172679558099, 144.96976088474997"
"112 Lygon Street CARLTON VIC 3053","D'Penyetz & D'Cendol","Indoor, Outdoor",42,2022,252,111065,106250,"112 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9667020245,-37.8044377022593,"-37.80443770225933, 144.96670202450002"
"Gnd & Flr1 326 Lygon Street CARLTON VIC 3053","DOC Espresso","Outdoor, Indoor",110,2022,218,106206,106206,"326-328 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.967473701031,-37.7993215402,"-37.7993215402, 144.96747370103068"
"Part Ground 6 Riverside Quay SOUTHBANK VIC 3006","DOC Southbank","Indoor, Outdoor",75,2022,801,110327,110327,"6 Riverside Quay SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.96382772145,-37.8208268315395,"-37.82082683153955, 144.96382772145"
"Ground 10 Star Circus DOCKLANDS VIC 3008","DOSA HUT","Indoor",24,2022,1110,620312,593737,"NW Building 23-37 Star Crescent DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.937998366308,-37.8132875163,"-37.8132875163, 144.93799836630816"
"405 Docklands Drive DOCKLANDS VIC 3008","DUCK ME","Indoor",15,2022,1109,601815,601815,"Aquavista 397-407 Docklands Drive DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.940211638185,-37.81428809935,"-37.814288099349994, 144.9402116381848"
"128-130 Lygon Street CARLTON VIC 3053","Da Guido","Outdoor, Indoor",60,2022,252,106249,106249,"128-130 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.966679580054,-37.8040367838,"-37.8040367838, 144.96667958005438"
"Unit 1, Ground 365 Little Collins Street MELBOURNE VIC 3000","Da Guido 365","Indoor, Outdoor",74,2022,34,110670,110670,"363-367 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96281159735,-37.8158171472078,"-37.81581714720777, 144.96281159735"
"Level 1-2 171 Little Bourke Street MELBOURNE VIC 3000","Da Hu Peking Duck Restaurant","Indoor",120,2022,56,108546,108546,"195-197 Russell Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.967402910348,-37.81199701745,"-37.81199701745, 144.96740291034843"
"Part 400 Elizabeth Street MELBOURNE VIC 3000","Da Long Yi","Indoor",140,2022,95,103304,103304,"75-89 A'Beckett Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.961334407474,-37.80933720735,"-37.80933720735, 144.96133440747388"
"Ground 360 La Trobe Street MELBOURNE VIC 3000","Da Tie Niu","Indoor",33,2022,94,105480,105480,"360 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9591367792,-37.8107205156788,"-37.81072051567875, 144.9591367792"
"Shop G4, 163 Franklin Street MELBOURNE VIC 3000","Daboba","Outdoor, Indoor",19,2022,104,104084,104084,"151-165 Franklin Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.95956878425,-37.8090434878174,"-37.809043487817426, 144.95956878425"
"Part Ground 6 Riverside Quay SOUTHBANK VIC 3006","Dagwood Deli","Indoor, Outdoor",30,2022,801,110327,110327,"6 Riverside Quay SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.96382772145,-37.8208268315395,"-37.82082683153955, 144.96382772145"
